52,2,2
53,2,3
55,4,1
48,2,2
47,2,3
48,4,1
60,4,2
59,4,0
57,2,2
59,2,3
55,4,1
50,2,2
52,2,3
53,4,1
47,2,2
45,2,3
47,4,1
55,4,2
53,2,0
52,2,3
50,2,2
52,2,3
48,4,1
60,2,2
59,2,3
57,2,1
59,2,3
60,2,2
55,2,3
54,2,1
59,2,3
60,2,2
52,2,3
50,2,0
59,2,3
60,2,2
48,2,3
47,2,1
50,2,3
54,2,2
57,2,3
62,4,1
59,2,2
55,2,3
50,4,1
54,4,2
55,4,0
50,4,2
43,4,1
52,2,2
53,2,3
55,4,1
48,2,2
47,2,3
48,4,1
60,4,2
59,4,0
57,2,2
59,2,3
55,4,1
50,2,2
52,2,3
53,4,1
47,2,2
45,2,3
47,4,1
55,4,2
53,2,0
52,2,3
50,2,2
52,2,3
48,4,1
60,2,2
59,2,3
57,2,1
59,2,3
60,2,2
55,2,3
54,2,1
59,2,3
60,2,2
52,2,3
50,2,0
59,2,3
60,2,2
48,2,3
47,2,1
50,2,3
54,2,2
57,2,3
62,4,1
59,2,2
55,2,3
50,4,1
54,4,2
55,4,0
50,4,2
43,4,1
59,2,2
60,2,3
62,4,1
59,2,2
55,2,3
53,4,1
59,4,2
52,2,0
55,2,3
60,2,2
62,2,3
64,4,1
60,2,2
56,2,3
57,4,1
53,2,2
57,2,3
50,2,1
60,2,3
59,2,2
57,2,3
52,2,0
57,2,3
56,2,2
54,2,3
52,4,1
59,2,2
52,2,3
60,2,1
57,2,3
56,2,2
57,2,3
59,2,1
52,2,3
60,2,2
52,2,3
62,2,0
59,2,3
57,2,2
59,2,3
60,2,1
52,2,3
62,2,2
50,2,3
48,2,1
64,2,3
59,2,2
60,2,3
52,4,1
57,2,2
56,2,3
57,4,0
52,4,2
45,4,1
57,2,2
59,2,3
60,4,1
54,2,2
52,2,3
54,4,1
50,4,2
43,2,0
50,2,3
60,2,2
57,2,3
59,4,1
55,2,2
53,2,3
52,2,1
55,2,3
60,2,2
52,2,3
50,2,1
65,2,3
64,2,2
60,2,3
62,2,0
60,2,3
59,2,2
57,2,3
55,4,1
59,2,2
60,2,3
62,2,1
59,2,3
55,2,2
57,2,3
59,2,1
55,2,3
50,2,2
52,2,3
53,2,0
50,2,3
47,2,2
48,2,3
50,2,1
47,2,3
43,2,2
53,2,3
52,2,1
48,2,3
43,2,2
55,2,3
52,2,1
48,2,3
43,2,2
60,2,3
55,2,0
52,2,3
53,2,2
50,2,3
52,2,1
48,2,3
43,2,2
52,2,3
50,2,1
52,2,3
53,2,2
48,2,3
47,2,1
52,2,3
53,2,2
45,2,3
43,2,0
52,2,3
53,2,2
41,2,3
40,2,1
43,2,3
47,2,2
50,2,3
55,4,1
52,2,2
48,2,3
43,4,1
47,4,2
48,12,0
59,2,2
60,2,3
62,4,1
59,2,2
55,2,3
53,4,1
59,4,2
52,2,0
55,2,3
60,2,2
62,2,3
64,4,1
60,2,2
56,2,3
57,4,1
53,2,2
57,2,3
50,2,1
60,2,3
59,2,2
57,2,3
52,2,0
57,2,3
56,2,2
54,2,3
52,4,1
59,2,2
52,2,3
60,2,1
57,2,3
56,2,2
57,2,3
59,2,1
52,2,3
60,2,2
52,2,3
62,2,0
59,2,3
57,2,2
59,2,3
60,2,1
52,2,3
62,2,2
50,2,3
48,2,1
64,2,3
59,2,2
60,2,3
52,4,1
57,2,2
56,2,3
57,4,0
52,4,2
45,4,1
57,2,2
59,2,3
60,4,1
54,2,2
52,2,3
54,4,1
50,4,2
43,2,0
50,2,3
60,2,2
57,2,3
59,4,1
55,2,2
53,2,3
52,2,1
55,2,3
60,2,2
52,2,3
50,2,1
65,2,3
64,2,2
60,2,3
62,2,0
60,2,3
59,2,2
57,2,3
55,4,1
59,2,2
60,2,3
62,2,1
59,2,3
55,2,2
57,2,3
59,2,1
55,2,3
50,2,2
52,2,3
53,2,0
50,2,3
47,2,2
48,2,3
50,2,1
47,2,3
43,2,2
53,2,3
52,2,1
48,2,3
43,2,2
55,2,3
52,2,1
48,2,3
43,2,2
60,2,3
55,2,0
52,2,3
53,2,2
50,2,3
52,2,1
48,2,3
43,2,2
52,2,3
50,2,1
52,2,3
53,2,2
48,2,3
47,2,1
52,2,3
53,2,2
45,2,3
43,2,0
52,2,3
53,2,2
41,2,3
40,2,1
43,2,3
47,2,2
50,2,3
55,4,1
52,2,2
48,2,3
43,4,1
47,4,2
48,12,0
60,2,2
62,2,3
63,4,1
62,2,2
60,2,3
59,4,1
60,4,2
62,2,0
60,2,3
59,2,2
57,2,3
55,2,1
53,2,3
51,2,2
50,2,3
51,2,1
55,2,3
53,2,2
51,2,3
50,2,1
53,2,3
51,2,2
50,2,3
48,2,0
47,2,3
48,2,2
50,2,3
51,2,1
53,2,3
55,2,2
57,2,3
58,4,1
56,2,2
55,2,3
53,4,1
51,4,2
50,2,0
51,2,3
53,2,2
55,2,3
56,2,1
58,2,3
60,2,2
62,2,3
63,4,1
62,2,2
60,2,3
58,2,1
56,2,3
55,2,2
53,2,3
51,12,0
60,2,2
62,2,3
63,4,1
62,2,2
60,2,3
59,4,1
60,4,2
62,2,0
60,2,3
59,2,2
57,2,3
55,2,1
53,2,3
51,2,2
50,2,3
51,2,1
55,2,3
53,2,2
51,2,3
50,2,1
53,2,3
51,2,2
50,2,3
48,2,0
47,2,3
48,2,2
50,2,3
51,2,1
53,2,3
55,2,2
57,2,3
58,4,1
56,2,2
55,2,3
53,4,1
51,4,2
50,2,0
51,2,3
53,2,2
55,2,3
56,2,1
58,2,3
60,2,2
62,2,3
63,4,1
62,2,2
60,2,3
58,2,1
56,2,3
55,2,2
53,2,3
51,12,0
51,2,2
53,2,3
55,4,1
55,2,2
53,2,3
55,4,1
57,4,2
58,2,0
57,2,3
58,2,2
60,2,3
58,2,1
60,2,3
62,2,2
58,2,3
55,2,1
58,2,3
57,2,2
58,2,3
60,2,1
58,2,3
57,2,2
55,2,3
54,4,0
52,2,2
54,2,3
50,4,1
62,2,2
60,2,3
62,4,1
51,2,2
50,2,3
51,4,1
55,4,2
60,2,0
59,2,3
60,2,2
62,2,3
63,4,1
62,4,2
60,2,1
58,2,3
57,2,2
55,2,3
58,2,1
57,2,3
55,2,2
54,2,3
55,4,0
50,4,2
43,4,1
55,2,2
56,2,3
58,4,1
56,2,2
55,2,3
53,2,1
52,2,3
53,2,2
55,2,3
58,2,0
56,2,3
55,2,2
53,2,3
62,10,1
59,2,3
60,2,2
62,2,3
63,2,1
62,2,3
60,2,2
63,2,3
