43,2,0
50,2,3
59,2,2
57,2,3
59,2,1
50,2,3
59,2,2
50,2,3
43,2,1
50,2,3
59,2,2
57,2,3
59,2,1
50,2,3
59,2,2
50,2,3
43,2,0
52,2,3
60,2,2
59,2,3
60,2,1
52,2,3
60,2,2
52,2,3
43,2,1
52,2,3
60,2,2
59,2,3
60,2,1
52,2,3
60,2,2
52,2,3
43,2,0
54,2,3
60,2,2
59,2,3
60,2,1
54,2,3
60,2,2
54,2,3
43,2,1
54,2,3
60,2,2
59,2,3
60,2,1
54,2,3
60,2,2
54,2,3
43,2,0
55,2,3
59,2,2
57,2,3
59,2,1
55,2,3
59,2,2
55,2,3
43,2,1
55,2,3
59,2,2
57,2,3
59,2,1
55,2,3
59,2,2
54,2,3
43,2,0
52,2,3
59,2,2
57,2,3
59,2,1
55,2,3
54,2,2
55,2,3
52,2,1
55,2,3
54,2,2
55,2,3
47,2,1
50,2,3
49,2,2
47,2,3
49,2,0
55,2,3
57,2,2
55,2,3
57,2,1
55,2,3
57,2,2
55,2,3
49,2,1
55,2,3
57,2,2
55,2,3
57,2,1
55,2,3
57,2,2
55,2,3
54,2,0
57,2,3
62,2,2
61,2,3
62,2,1
57,2,3
55,2,2
57,2,3
54,2,1
57,2,3
55,2,2
57,2,3
50,2,1
54,2,3
52,2,2
50,2,3
40,2,0
47,2,3
55,2,2
54,2,3
55,2,1
47,2,3
55,2,2
47,2,3
40,2,1
47,2,3
55,2,2
54,2,3
55,2,1
47,2,3
55,2,2
47,2,3
40,2,0
49,2,3
50,2,2
52,2,3
50,2,1
49,2,3
47,2,2
45,2,3
55,2,1
54,2,3
52,2,2
62,2,3
61,2,1
59,2,3
57,2,2
55,2,3
54,2,0
52,2,3
50,2,2
62,2,3
57,2,1
62,2,3
54,2,2
57,2,3
50,2,1
52,2,3
54,2,2
57,2,3
55,2,1
54,2,3
52,2,2
50,2,3
56,2,0
50,2,3
53,2,2
52,2,3
53,2,1
50,2,3
56,2,2
50,2,3
59,2,1
50,2,3
53,2,2
52,2,3
53,2,1
50,2,3
56,2,2
50,2,3
48,2,0
52,2,3
57,2,2
59,2,3
60,2,1
57,2,3
52,2,2
50,2,3
48,2,1
52,2,3
57,2,2
59,2,3
60,2,1
57,2,3
54,2,2
52,2,3
51,2,0
54,2,3
51,2,2
54,2,3
57,2,1
54,2,3
57,2,2
54,2,3
51,2,1
54,2,3
51,2,2
54,2,3
57,2,1
54,2,3
57,2,2
54,2,3
55,2,0
54,2,3
52,2,2
55,2,3
54,2,1
55,2,3
57,2,2
54,2,3
55,2,1
54,2,3
52,2,2
50,2,3
48,2,1
47,2,3
45,2,2
43,2,3
42,2,0
48,2,3
50,2,2
48,2,3
50,2,1
48,2,3
50,2,2
48,2,3
42,2,1
48,2,3
50,2,2
48,2,3
50,2,1
48,2,3
50,2,2
48,2,3
43,2,0
47,2,3
53,2,2
52,2,3
53,2,1
47,2,3
53,2,2
47,2,3
43,2,1
47,2,3
53,2,2
52,2,3
53,2,1
47,2,3
53,2,2
47,2,3
43,2,0
48,2,3
52,2,2
50,2,3
52,2,1
48,2,3
52,2,2
48,2,3
43,2,1
48,2,3
52,2,2
50,2,3
52,2,1
48,2,3
52,2,2
48,2,3
43,2,0
54,2,3
60,2,2
59,2,3
60,2,1
54,2,3
60,2,2
54,2,3
43,2,1
54,2,3
60,2,2
59,2,3
60,2,1
54,2,3
60,2,2
54,2,3
43,2,0
50,2,3
59,2,2
57,2,3
59,2,1
55,2,3
54,2,2
52,2,3
50,2,1
48,2,3
47,2,2
45,2,3
43,2,1
42,2,3
40,2,2
38,2,3
37,2,0
45,2,3
52,2,2
54,2,3
55,2,1
52,2,3
54,2,2
55,2,3
37,2,1
45,2,3
52,2,2
54,2,3
55,2,1
52,2,3
54,2,2
55,2,3
36,2,0
45,2,3
50,2,2
52,2,3
54,2,1
50,2,3
52,2,2
54,2,3
36,2,1
45,2,3
50,2,2
52,2,3
54,2,1
50,2,3
52,2,2
54,2,3
36,2,0
45,2,3
50,2,2
54,2,3
57,2,1
61,2,3
62,6,2
45,2,3
47,2,2
48,2,3
50,2,1
52,2,3
54,2,2
55,2,3
57,2,0
54,2,3
50,2,2
52,2,3
54,2,1
55,2,3
57,2,2
59,2,3
60,2,1
57,2,3
54,2,2
55,2,3
57,2,1
59,2,3
60,2,2
62,2,3
63,2,0
62,2,3
61,2,2
62,2,3
62,2,1
60,2,3
59,2,2
60,2,3
60,2,1
57,2,3
54,2,2
52,2,3
50,2,1
45,2,3
47,2,2
48,2,3
38,2,0
45,2,3
50,2,2
54,2,3
57,2,1
59,2,3
60,2,2
57,2,3
59,2,1
55,2,3
50,2,2
48,2,3
47,2,1
43,2,3
45,2,2
47,2,3
38,2,0
43,2,3
47,2,2
50,2,3
55,2,1
57,2,3
59,2,2
55,2,3
61,2,1
59,2,3
